pack_id,tube_id,particle_id,id,ore_type,rm_number,density_bin,created_at,density_g_per_cm3,volume_cm3,weight_g,axis_length_mm,volume_normalised_magnetic_susceptibility,weight_normalised_magnetic_susceptibility,photo_url
26,TUBE-03,RT-XRM43971-0169,360,HGM,RM43971,1190577,2025-02-10T10:00:32.009202,4.9547,0.2133,1.0568,10.38,0.0035954992967651197,7.257002271006814e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0169/20250228144616
26,TUBE-03,RT-XRM43971-0175,361,HGM,RM43971,1190577,2025-02-10T10:00:31.562787,4.5148,0.1838,0.8298,11.65,0.003110482408414944,6.88969229533221e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0175/20250228151500
26,TUBE-03,RT-XRM43971-0168,362,HGM,RM43971,1190577,2025-02-10T10:00:32.084361,4.3001,0.2292,0.9854,11.47,0.0022998254799301925,5.34929977674041e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0168/20250228144216
26,TUBE-03,RT-XRM43971-0170,363,HGM,RM43971,1190577,2025-02-10T10:00:31.936127,4.2803,0.187,0.8003,11.15,0.0016448039215686279,3.8432879336915333e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0170/20250228144958
26,TUBE-03,RT-XRM43971-0164,364,HGM,RM43971,1190577,2025-02-10T10:00:32.384783,4.2619,0.2489,1.061,11.61,0.00403642694522566,9.469054351240968e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0164/20250228142646
26,TUBE-03,RT-XRM43971-0165,365,HGM,RM43971,1190577,2025-02-10T10:00:32.312226,4.8609,0.1499,0.7286,12.76,0.004024905492550589,8.280721017476438e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0165/20250228143029
26,TUBE-03,RT-XRM43971-0162,366,HGM,RM43971,1190577,2025-02-10T10:00:32.526304,4.0632,0.4743,1.9271,14.79,0.001496900695762176,3.684188677287116e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0162/20250228141754
26,TUBE-03,RT-XRM43971-0161,367,HGM,RM43971,1190577,2025-02-10T10:00:32.603912,4.7863,0.1418,0.6785,12.17,0.005658580159849554,1.1825890444608204e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0161/20250228141358
26,TUBE-03,RT-XRM43971-0160,368,HGM,RM43971,1190577,2025-02-10T10:00:32.680322,3.980192,0.30981,1.2331,11.96,0.0014944428305520587,3.7547103506068706e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0160/20250228141000
26,TUBE-03,RT-XRM43971-0159,369,HGM,RM43971,1190577,2025-02-10T10:00:32.755152,5.0378,0.1874,0.9441,13.28,0.0073790466026325136,1.4647106591815837e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0159/20250228140524
26,TUBE-03,RT-XRM43971-0157,370,HGM,RM43971,1190577,2025-02-10T10:00:32.905153,4.513,0.3253,1.4681,16.31,0.022891382313761657,5.072247576232318e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0157/20250228110751
26,TUBE-03,RT-XRM43971-0163,371,HGM,RM43971,1190577,2025-02-10T10:00:32.456258,4.3732,0.22,0.9621,14.87,0.004585606060606061,1.0485742992758897e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0163/20250228142139
26,TUBE-03,RT-XRM43971-0156,372,HGM,RM43971,1190577,2025-02-10T10:00:32.977378,5.0179,0.4109,2.0618,17.46,0.0026087450312322546,5.199017040126751e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0156/20250228112046
26,TUBE-03,RT-XRM43971-0158,373,HGM,RM43971,1190577,2025-02-10T10:00:32.828194,4.747,0.2278,1.0815,13.31,0.005305823822066139,1.1175836030204963e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0158/20250228113110
26,TUBE-03,RT-XRM43971-0154,374,HGM,RM43971,1190577,2025-02-10T10:00:33.130247,4.1617,0.3586,1.4923,12.33,0.0018793177170477783,4.5160043780294397e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0154/20250228111620
26,TUBE-03,RT-XRM43971-0153,375,HGM,RM43971,1190577,2025-02-10T10:00:33.206195,4.5155,0.273,1.2327,13.5,0.002029716117216117,4.495112354993105e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0153/20250228111151
27,TUBE-06,RT-XRM43971-0151,376,HGM,RM43971,1190577,2025-02-10T10:00:33.358101,3.9009,0.6157,2.4016,17.68,0.0013739158681175896,3.522318454363757e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0151/20250228133642
27,TUBE-06,RT-XRM43971-0152,377,HGM,RM43971,1190577,2025-02-10T10:00:33.281432,4.5893,0.3239,1.4865,19.09,0.01153895235154883,2.5142729005493887e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0152/20250228135421
27,TUBE-06,RT-XRM43971-0155,378,HGM,RM43971,1190577,2025-02-10T10:00:33.051601,3.9704,0.3691,1.4654,15.32,0.0012842228844938141,3.2346572039488656e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0155/20250228140015
27,TUBE-06,RT-XRM43971-0250,379,HGF,RM43971,1190574,2025-02-10T10:00:38.744827,5.0431,0.1375,0.6932,12.76,0.011015030303030303,2.1848913252548568e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0250/20250303095653
27,TUBE-06,RT-XRM43971-0245,380,HGF,RM43971,1190574,2025-02-10T10:00:38.365281,4.9861,0.1021,0.5088,8.75,0.02410577864838394,4.8372641509433965e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0245/20250303094140
27,TUBE-06,RT-XRM43971-0248,381,HGF,RM43971,1190574,2025-02-10T10:00:38.590296,5.0819,0.1327,0.6744,11.53,0.00496558653604622,9.770660340055357e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0248/20250303094940
27,TUBE-06,RT-XRM43971-0244,382,HGF,RM43971,1190574,2025-02-10T10:00:38.292379,4.1976,0.3136,1.3164,11.27,0.0018526466836734693,4.4134761470677604e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0244/20250303093705
27,TUBE-06,RT-XRM43971-0249,383,HGF,RM43971,1190574,2025-02-10T10:00:38.665275,5.1286,0.1063,0.5451,12.43,0.005782666980244591,1.1276784076316273e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0249/20250303095318
27,TUBE-06,RT-XRM43971-0247,384,HGF,RM43971,1190574,2025-02-10T10:00:38.514290,4.9795,0.1377,0.6857,11.07,0.001990510772210119,3.997277721063633e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0247/20250303094559
27,TUBE-06,RT-XRM43971-0255,385,HGF,RM43971,1190574,2025-02-10T10:00:39.114099,4.2175,0.1244,0.5247,10.07,0.0014050911039657022,3.331300425640048e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0255/20250303121523
27,TUBE-06,RT-XRM43971-0257,386,HGF,RM43971,1190577,2025-02-02T21:50:06.405945,5.2113,0.1997,1.0408,17.31,0.00714538474378234,1.3709966692287984e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0257/20250303134206
27,TUBE-06,RT-XRM43971-0256,387,HGF,RM43971,1190574,2025-02-10T10:00:39.186350,4.1356,0.1331,0.5503,9.85,0.0015003756574004509,3.6289296747228784e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0256/20250303133814
27,TUBE-06,RT-XRM43971-0259,388,HGF,RM43971,1190577,2025-02-03T21:30:33.599398,5.2596,0.1986,1.0447,16.45,0.010092648539778449,1.918636929261989e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0259/20250303134648
27,TUBE-06,RT-XRM43971-0251,389,HGF,RM43971,1190574,2025-02-10T10:00:38.818035,5.2397,0.1313,0.6879,11.78,0.0089007362274689,1.6988903425885543e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0251/20250303115805
27,TUBE-06,RT-XRM43971-0253,390,HGF,RM43971,1190574,2025-02-10T10:00:38.967164,5.220326,0.085283,0.4452,13.55,0.00484676508409257,9.28451632225217e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0253/20250303120704
27,TUBE-06,RT-XRM43971-0260,391,HGF,RM43971,1190577,2025-02-03T21:34:45.303629,4.8232,0.2084,1.0053,18.08,0.004537412028150991,9.406114261082926e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0260/20250303135059
27,TUBE-06,RT-XRM43971-0254,392,HGF,RM43971,1190574,2025-02-10T10:00:39.041259,5.3442,0.0921,0.4921,10.63,0.012196525515743755,2.282666124771388e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0254/20250303121111
27,TUBE-06,RT-XRM43971-0252,393,HGF,RM43971,1190574,2025-02-10T10:00:38.892258,4.3825,0.132,0.5787,10.57,0.0016383080808080807,3.736939116410345e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0252/20250303120259
27,TUBE-06,RT-XRM43971-0265,394,HGF,RM43971,1190577,2025-02-03T21:50:35.266707,4.991,0.1923,0.9596,12.27,0.006791818339400243,1.3610532166180356e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0265/20250303140809
27,TUBE-06,RT-XRM43971-0262,395,HGF,RM43971,1190577,2025-02-03T21:41:31.931592,5.2103,0.1743,0.908,17.93,0.00737655383438516,1.4160058737151248e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0262/20250303135910
27,TUBE-06,RT-XRM43971-0261,396,HGF,RM43971,1190577,2025-02-03T21:37:59.545438,5.119075,0.187749,0.9611,11.35,0.005796391281267366,1.1323136683661084e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0261/20250303135522
27,TUBE-06,RT-XRM43971-0266,397,HGF,RM43971,1190577,2025-02-03T21:53:28.213409,5.1648,0.158,0.8161,9.81,0.00844282700421941,1.6345627578319652e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0266/20250303141237
27,TUBE-06,RT-XRM43971-0264,398,HGF,RM43971,1190577,2025-02-03T21:47:50.466371,4.923,0.1861,0.9164,15.25,0.004477897187891816,9.093590862796451e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0264/20250303140427
27,TUBE-06,RT-XRM43971-0272,399,HGF,RM43971,1190572,2025-02-03T22:11:04.213228,4.4647,0.2057,0.9184,11.26,0.004362777507697295,9.771595528455286e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0272/20250303141931
28,TUBE-10,RT-XRM43971-0273,400,HGF,RM43971,1190572,2025-02-03T22:17:05.409259,4.0289,0.1861,0.7499,12.57,0.0014177216550241808,3.5183091078810514e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0273/20250303142357
28,TUBE-10,RT-XRM43971-0274,401,HGF,RM43971,1190572,2025-02-03T22:19:24.979191,4.8709,0.0964,0.4697,11.66,0.0023846473029045644,4.894187779433682e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0274/20250303142811
28,TUBE-10,RT-XRM43971-0275,402,HGF,RM43971,1190572,2025-02-03T22:23:55.333544,5.07663,0.157132,0.7977,12.2,0.006130429617561456,1.2075801261961474e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0275/20250303143225
28,TUBE-10,RT-XRM43971-0276,403,HGF,RM43971,1190572,2025-02-03T22:28:27.621518,4.2621,0.2826,1.2045,12.92,0.0013596367067704649,3.1899820118998205e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0276/20250303143816
28,TUBE-10,RT-XRM43971-0277,404,HGF,RM43971,1190572,2025-02-04T00:34:03.082849,4.1938,0.1149,0.4817,10.07,0.0019173194081810272,4.5733859248494915e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0277/20250303144420
28,TUBE-10,RT-XRM43971-0278,405,HGF,RM43971,1190572,2025-02-04T00:36:13.564561,4.5791,0.1748,0.8003,11.6,0.0022948703279938977,5.012412012162106e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0278/20250303144802
28,TUBE-10,RT-XRM43971-0279,406,HGF,RM43971,1190572,2025-02-04T00:37:16.572936,4.3024,0.1208,0.5199,13.09,0.0025390452538631343,5.899531961274604e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0279/20250303145146
28,TUBE-10,RT-XRM43971-0285,407,H2M,RM43971,1190574,2025-02-04T01:35:24.299425,4.8319,0.2189,1.0575,14.85,0.005486523526724531,1.1356973995271867e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0285/20250303152204
28,TUBE-10,RT-XRM43971-0280,408,HGF,RM43971,1190572,2025-02-04T00:40:04.214096,4.144,0.1098,0.4552,10.3,0.0014520036429872497,3.5024165202108964e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0280/20250303145854
28,TUBE-10,RT-XRM43971-0284,409,HGF,RM43971,1190562,2025-02-04T01:32:08.932957,4.329539,0.055851,0.2418,10.51,0.0022685956085537113,5.240005514199063e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0284/20250303151809
28,TUBE-10,RT-XRM43971-0281,410,HGF,RM43971,1190569,2025-02-04T01:33:13.848299,3.3297,0.32075,1.068,14.58,0.0064706677058976375,1.9433208489388267e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0281/20250303150343
28,TUBE-10,RT-XRM43971-0282,411,HGF,RM43971,1190569,2025-02-04T01:34:31.083910,4.735,0.1004,0.4755,12.99,0.0017949203187250995,3.789905362776025e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0282/20250303150854
28,TUBE-10,RT-XRM43971-0283,412,HGF,RM43971,1190564,2025-02-04T01:30:27.645315,5.216806,0.036138,0.1885,10.17,0.011413931780028409,2.188205128205128e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0283/20250303151351
28,TUBE-10,RT-XRM43971-0291,413,H2M,RM43971,1190577,2025-02-04T01:43:53.655465,5.2761,0.1886,0.995,14.27,0.002775387062566278,5.260683417085427e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0291/20250303154514
28,TUBE-10,RT-XRM43971-0289,414,H2M,RM43971,1190577,2025-02-04T01:43:27.352511,4.5519,0.1959,0.8915,14.22,0.0018901820656797687,4.1535240231819036e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0289/20250303154018
28,TUBE-10,RT-XRM43971-0288,415,H2M,RM43971,1190574,2025-02-04T01:36:07.881121,5.111341,0.120125,0.614,11.51,0.002139438085327784,4.1856677524429973e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0288/20250303153627
28,TUBE-10,RT-XRM43971-0287,416,H2M,RM43971,1190574,2025-02-04T01:35:38.694603,5.1549,0.1516,0.7816,12.86,0.0035866754617414247,6.956755373592632e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0287/20250303153122
28,TUBE-10,RT-XRM43971-0286,417,H2M,RM43971,1190574,2025-02-03T04:36:16.284942,4.7637,0.2207,1.0514,17.06,0.002015994562754871,4.231786189842116e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0286/20250303152636
28,TUBE-10,RT-XRM43971-0295,418,H2M,RM43971,1190577,2025-02-04T01:46:12.997243,5.2465,0.1382,0.7253,14.66,0.00473551013024602,9.023128360678339e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0295/20250303160405
28,TUBE-10,RT-XRM43971-0293,419,H2M,RM43971,1190577,2025-02-04T01:44:47.359138,5.2216,0.222,1.1591,15.58,0.0030475945945945947,5.83699421965318e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0293/20250303155529
28,TUBE-10,RT-XRM43971-0294,420,H2M,RM43971,1190577,2025-02-04T01:45:37.758230,5.206,0.1435,0.747,12.84,0.004476933797909408,8.600267737617136e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0294/20250303155903
28,TUBE-10,RT-XRM43971-0292,421,H2M,RM43971,1190577,2025-02-04T01:44:08.589174,5.0921,0.2141,1.0902,12.84,0.008469095438268721,1.6632116431235857e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0292/20250303155042
28,TUBE-10,RT-XRM43971-0298,422,H2M,RM43971,1190577,2025-02-04T01:47:59.398493,5.1997,0.1289,0.6703,10.05,0.007143832428238945,1.3737729374906759e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0298/20250304084510
28,TUBE-10,RT-XRM43971-0296,423,H2M,RM43971,1190577,2025-02-04T01:46:34.609990,5.0911,0.093,0.4735,12.44,0.006505510752688172,1.2777455121436117e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0296/20250304082913
28,TUBE-10,RT-XRM43971-0297,424,H2M,RM43971,1190577,2025-02-04T01:47:23.811289,5.078738,0.182389,0.9263,12.05,0.0070442844689098585,1.387023642448451e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0297/20250304083843
28,TUBE-10,RT-XRM43971-0304,425,H2M,RM43971,1190579,2025-02-04T03:41:35.018617,5.156793,0.18975,0.9785,15.1,0.0022800658761528325,4.421486969851814e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0304/20250304090611
28,TUBE-10,RT-XRM43971-0301,426,H2M,RM43971,1190579,2025-02-04T03:38:56.957612,5.1172,0.18,0.9209,12.63,0.0032670925925925927,6.385890614254171e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0301/20250304085300
28,TUBE-10,RT-XRM43971-0303,427,H2M,RM43971,1190579,2025-02-04T03:40:37.098939,5.2524,0.1484,0.7793,10.04,0.003194373315363881,6.082959065828307e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0303/20250304085944
28,TUBE-10,RT-XRM43971-0305,428,H2M,RM43971,1190579,2025-02-04T03:42:36.322813,4.6872,0.1944,0.9114,11.08,0.0036818244170096024,7.853266037597836e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0305/20250304091231
29,TUBE-05,RT-XRM43971-0308,429,H2M,RM43971,1190579,2025-02-04T03:45:14.635511,5.2949,0.1659,0.8786,11.48,0.0031945901145268235,6.032124971545642e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0308/20250304093039
29,TUBE-05,RT-XRM43971-0307,430,H2M,RM43971,1190579,2025-02-04T03:44:32.372949,5.217,0.1978,1.0321,10.63,0.003481900910010111,6.672996802635404e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0307/20250304092515
29,TUBE-05,RT-XRM43971-0306,431,H2M,RM43971,1190579,2025-02-04T03:43:33.554277,5.157505,0.166088,0.8566,12.82,0.0030799134595314932,5.971709860689547e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0306/20250304091826
29,TUBE-05,RT-XRM43971-0310,432,H2M,RM43971,1190583,2025-02-04T03:29:20.765274,5.139644,0.190422,0.9787,14.28,0.0027470434088498175,5.34481965873097e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0310/20250304093513
29,TUBE-05,RT-XRM43971-0315,433,H2M,RM43971,1190572,2025-02-04T03:15:02.256031,5.0411,0.1271,0.6409,15.3,0.006768030422239707,1.3422010714099964e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0315/20250304102410
29,TUBE-05,RT-XRM43971-0312,434,H2M,RM43971,1190583,2025-02-03T04:37:20.880776,5.0873,0.1877,0.955,12.79,0.057014739833066964,1.1205933682373477e-05,http://130.56.245.232/photo360/v1/RT-XRM43971-0312/20250304094713
29,TUBE-05,RT-XRM43971-0313,435,H2M,RM43971,1190583,2025-02-04T03:30:56.932194,4.9865,0.0927,0.4623,14.55,0.0037875674217907234,7.594797750378543e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0313/20250304095205
29,TUBE-05,RT-XRM43971-0314,436,H2M,RM43971,1190572,2025-02-04T03:13:09.669283,5.1463,0.1853,0.9534,12.26,0.0029648497931282604,5.762394238165163e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0314/20250304101917
29,TUBE-05,RT-XRM43971-0311,437,H2M,RM43971,1190583,2025-02-04T03:30:28.972831,5.113,0.2438,1.2466,13.04,0.002084809953513809,4.0773035991229487e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0311/20250304094056
29,TUBE-05,RT-XRM43971-0328,438,HGM,RM43971,1190574,2025-02-04T04:15:11.195466,4.1729,0.2628,1.0967,14.76,0.001600799086757991,3.8359624327528036e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0328/20250304115323
29,TUBE-05,RT-XRM43971-0321,439,H2M,RM43971,1190572,2025-02-04T03:20:23.695379,4.8456,0.0864,0.4185,8.68,0.0031163001543209876,6.433651931501395e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0321/20250304110725
29,TUBE-05,RT-XRM43971-0327,440,HGM,RM43971,1190574,2025-02-04T04:14:38.086736,4.398224,0.313877,1.3805,13.37,0.002442087187019119,5.55244476638899e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0327/20250304114734
29,TUBE-05,RT-XRM43971-0318,441,H2M,RM43971,1190572,2025-02-04T03:17:55.728488,4.8947,0.0886,0.4338,12.19,0.0028745673438675696,5.871061933302596e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0318/20250304104053
29,TUBE-05,RT-XRM43971-0326,442,HGM,RM43971,1190574,2025-02-04T04:13:45.199316,3.783039,0.449269,1.6996,15.77,0.0013949920129514089,3.6874950968855407e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0326/20250304113543
29,TUBE-05,RT-XRM43971-0325,443,H2M,RM43971,1190572,2025-02-04T03:25:19.468274,5.219429,0.069703,0.3638,13.21,0.0054045497802581435,1.0354956936045448e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0325/20250304112318
29,TUBE-05,RT-XRM43971-0319,444,H2M,RM43971,1190572,2025-02-03T04:34:10.078975,5.177369,0.099491,0.5151,9.2,0.00351824118094434,6.795444250307384e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0319/20250304104747
29,TUBE-05,RT-XRM43971-0322,445,H2M,RM43971,1190572,2025-02-04T03:22:25.658103,4.509237,0.081611,0.368,11.04,0.006185073090637291,1.3716576086956524e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0322/20250304111152
29,TUBE-05,RT-XRM43971-0324,446,H2M,RM43971,1190572,2025-02-04T03:24:47.674115,4.8264,0.0917,0.4427,9.26,0.004002199200290803,8.290076048490324e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0324/20250304112818
29,TUBE-05,RT-XRM43971-0317,447,H2M,RM43971,1190572,2025-02-04T03:17:00.406023,4.9324,0.1314,0.6482,13.1,0.00544236428209031,1.1032500257122289e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0317/20250304103443
29,TUBE-05,RT-XRM43971-0323,448,H2M,RM43971,1190572,2025-02-04T03:23:29.263912,5.149581,0.069366,0.3572,11.17,0.006745235417928091,1.3098824188129898e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0323/20250304111718
29,TUBE-05,RT-XRM43971-0316,449,H2M,RM43971,1190572,2025-02-04T03:15:56.672424,5.1114,0.1338,0.6839,10.97,0.005217349989323083,1.0207361143024252e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0316/20250304102900
29,TUBE-05,RT-XRM43971-0320,450,H2M,RM43971,1190572,2025-02-04T03:19:22.500358,5.231329,0.075393,0.3944,10.06,0.0037063122571060975,7.084939148073023e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0320/20250304105239
29,TUBE-05,RT-XRM43971-0330,451,HGM,RM43971,1190574,2025-02-04T04:16:36.369735,4.5731,0.1896,0.867,12.3,0.005776547116736991,1.2632449058054595e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0330/20250304120100
29,TUBE-05,RT-XRM43971-0336,452,HGM,RM43971,1190574,2025-02-04T04:20:36.633997,3.887887,0.312459,1.2148,13.01,0.0014431653432930402,3.7119690484030293e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0336/20250305081734
29,TUBE-05,RT-XRM43971-0338,453,HGM,RM43971,1190574,2025-02-04T04:23:54.084341,4.0452,0.2097,0.8484,11.47,0.0016513272929581943,4.081604589030332e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0338/20250305082747
29,TUBE-05,RT-XRM43971-0337,454,HGM,RM43971,1190574,2025-02-04T04:21:10.340813,4.0979,0.2957,1.2117,13.43,0.001775910269417202,4.3338835245247727e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0337/20250305082254
29,TUBE-05,RT-XRM43971-0340,455,HGM,RM43971,1190574,2025-02-04T04:22:41.153589,5.2055,0.0981,0.5108,11.1,0.005976622494053687,1.1478204124249543e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0340/20250305083321
29,TUBE-05,RT-XRM43971-0331,456,HGM,RM43971,1190574,2025-02-04T04:17:17.716877,4.4361,0.3277,1.4536,16.45,0.01894079951174855,4.2700192625206385e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0331/20250304120949
29,TUBE-05,RT-XRM43971-0332,457,HGM,RM43971,1190574,2025-02-04T04:17:48.182564,3.928449,0.316385,1.2429,14.45,0.0017655914998077236,4.4943814197977853e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0332/20250304121512
29,TUBE-05,RT-XRM43971-0334,458,HGM,RM43971,1190574,2025-02-04T04:19:08.849277,4.4916,0.2112,0.9485,14.3,0.007538983585858587,1.6786856439992973e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0334/20250304124343
30,TUBE-07,RT-XRM43971-0350,459,HGM,RM43971,1190577,2025-02-04T04:37:21.901004,4.8816,0.1903,0.9292,13.66,0.0024384655806621125,4.993973310374516e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0350/20250305094751
30,TUBE-07,RT-XRM43971-0333,460,HGM,RM43971,1190574,2025-02-04T04:18:23.525771,4.4016,0.2653,1.1678,13.15,0.0017080286468149264,3.880287720500085e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0333/20250304123228
30,TUBE-07,RT-XRM43971-0352,461,HGM,RM43971,1190577,2025-02-04T04:39:26.289735,4.6342,0.1719,0.7964,12.5,0.001919328097731239,4.142798844801607e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0352/20250305100459
30,TUBE-07,RT-XRM43971-0355,462,HGM,RM43971,1190577,2025-02-04T04:41:40.451595,4.9801,0.2004,0.9978,13.91,0.0032232950765136398,6.47372552949823e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0355/20250305101835
30,TUBE-07,RT-XRM43971-0346,463,HGM,RM43971,1190577,2025-02-04T04:33:34.814685,4.8563,0.2574,1.2501,11.7,0.004616420616420616,9.505372903501054e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0346/20250305091223
30,TUBE-07,RT-XRM43971-0335,464,HGM,RM43971,1190574,2025-02-04T04:19:48.542235,5.0191,0.1557,0.7815,12.27,0.006842003853564548,1.3631477927063343e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0335/20250304125919
30,TUBE-07,RT-XRM43971-0347,465,HGM,RM43971,1190577,2025-02-04T04:34:16.337139,5.1423,0.1765,0.9078,12.48,0.0072985835694050994,1.4190350297422338e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0347/20250305091735
30,TUBE-07,RT-XRM43971-0344,466,HGM,RM43971,1190577,2025-02-04T04:31:42.847480,4.8162,0.2762,1.33,12.6,0.002974740526188752,6.177619047619047e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0344/20250305090127
30,TUBE-07,RT-XRM43971-0353,467,HGM,RM43971,1190577,2025-02-04T04:40:09.020617,5.1195,0.1662,0.8508,14.4,0.008024468511833133,1.5675442720576712e-06,http://130.56.245.232/photo360/v1/RT-XRM43971-0353/20250305101221
30,TUBE-07,RT-XRM43971-0345,468,HGM,RM43971,1190577,2025-02-04T04:32:39.496178,4.416309,0.370672,1.637,16.21,0.0025187294966978893,5.703252901649359e-07,http://130.56.245.232/photo360/v1/RT-XRM43971-0345/20250305090636
