measurement_id,particle_id,ore_type,rm_number,density_bin,density_bin_g_per_cm3,operator,density_g_per_cm3,density_g_per_cm3_std,machine,cup,created_at,valid,volume_measurement_id,volume_cm3,volume_valid
525,RT-XRM43971-0321,H2M,RM43971,1190572,3.05,Indiana Veal,4.8456,0.0129,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:14.940253+11:00,True,388,0.0864,True
526,RT-XRM43971-0322,H2M,RM43971,1190572,3.05,Indiana Veal,4.5851,0.0081,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:15.965838+11:00,True,389,0.0803,True
527,RT-XRM43971-0323,H2M,RM43971,1190572,3.05,Indiana Veal,5.1098,0.0093,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.051105+11:00,True,390,0.0699,True
528,RT-XRM43971-0324,H2M,RM43971,1190572,3.05,Indiana Veal,4.8264,0.0105,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.145450+11:00,True,391,0.0917,True
529,RT-XRM43971-0325,H2M,RM43971,1190572,3.05,Indiana Veal,5.2709,0.0686,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.236542+11:00,True,392,0.069,True
530,RT-XRM43971-0326,HGM,RM43971,1190574,3.25,Indiana Veal,3.8073,0.0043,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.346514+11:00,True,393,0.4464,True
531,RT-XRM43971-0327,HGM,RM43971,1190574,3.25,Indiana Veal,4.4664,0.0087,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.438021+11:00,True,394,0.3092,True
532,RT-XRM43971-0328,HGM,RM43971,1190574,3.25,Indiana Veal,4.1729,0.0106,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.533972+11:00,True,395,0.2628,True
533,RT-XRM43971-0329,HGM,RM43971,1190574,3.25,Indiana Veal,4.0436,0.0048,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.628625+11:00,True,396,0.4371,True
534,RT-XRM43971-0330,HGM,RM43971,1190574,3.25,Indiana Veal,4.5731,0.0088,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.720970+11:00,True,397,0.1896,True
535,RT-XRM43971-0331,HGM,RM43971,1190574,3.25,Indiana Veal,4.4361,0.0048,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.806839+11:00,True,398,0.3277,True
536,RT-XRM43971-0332,HGM,RM43971,1190574,3.25,Indiana Veal,4.0111,0.0078,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:16.916760+11:00,True,399,0.3102,True
537,RT-XRM43971-0333,HGM,RM43971,1190574,3.25,Indiana Veal,4.4016,0.0081,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.007105+11:00,True,400,0.2653,True
538,RT-XRM43971-0334,HGM,RM43971,1190574,3.25,Indiana Veal,4.4916,0.0088,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.091686+11:00,True,401,0.2112,True
539,RT-XRM43971-0335,HGM,RM43971,1190574,3.25,Indiana Veal,5.0191,0.0087,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.180737+11:00,True,402,0.1557,True
540,RT-XRM43971-0336,HGM,RM43971,1190574,3.25,Indiana Veal,3.9669,0.0059,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.281191+11:00,True,403,0.3065,True
541,RT-XRM43971-0337,HGM,RM43971,1190574,3.25,Indiana Veal,4.0979,0.0052,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.377748+11:00,True,404,0.2957,True
542,RT-XRM43971-0338,HGM,RM43971,1190574,3.25,Indiana Veal,4.0452,0.0045,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.483479+11:00,True,405,0.2097,True
543,RT-XRM43971-0339,HGM,RM43971,1190574,3.25,Indiana Veal,3.9909,0.0025,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.648717+11:00,True,406,0.2199,True
544,RT-XRM43971-0340,HGM,RM43971,1190574,3.25,Indiana Veal,5.2055,0.0098,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.746056+11:00,True,407,0.0981,True
545,RT-XRM43971-0341,HGM,RM43971,1190574,3.25,Indiana Veal,5.0502,0.0209,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.849732+11:00,True,408,0.0975,True
546,RT-XRM43971-0342,HGM,RM43971,1190577,3.55,Indiana Veal,4.659,0.0118,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:17.950908+11:00,True,409,0.2211,True
547,RT-XRM43971-0343,HGM,RM43971,1190577,3.55,Indiana Veal,4.5701,0.005,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:18.047440+11:00,True,410,0.5066,True
548,RT-XRM43971-0344,HGM,RM43971,1190577,3.55,Indiana Veal,4.8162,0.0062,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:18.138179+11:00,True,411,0.2762,True
549,RT-XRM43971-0345,HGM,RM43971,1190577,3.55,Indiana Veal,4.6444,0.0065,AccuPyc 1350 100 cm³ (TS) SN: 3233,3.5cc Cup new,2025-02-10 16:20:18.229988+11:00,True,412,0.3527,True
