measurement_id,particle_id,ore_type,rm_number,density_bin,density_bin_g_per_cm3,operator,weight_g,machine,created_at,valid
467,RT-XRM43971-0001,HGM,RM43971,1190562,2.05,Tereza Zavodna,0.3532,Sartorius,2025-01-24 14:28:58.408697+11:00,True
468,RT-XRM43971-0002,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.4104,Sartorius,2025-01-24 14:31:30.194610+11:00,True
469,RT-XRM43971-0004,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.344,Sartorius,2025-01-24 14:33:02.711178+11:00,True
470,RT-XRM43971-0003,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.2944,Sartorius,2025-01-24 14:33:43.005979+11:00,True
471,RT-XRM43971-0005,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.5327,Sartorius,2025-01-24 14:34:58.344892+11:00,True
472,RT-XRM43971-0006,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.3599,Sartorius,2025-01-24 14:35:59.693019+11:00,True
473,RT-XRM43971-0007,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.4615,Sartorius,2025-01-24 14:36:46.840883+11:00,True
474,RT-XRM43971-0008,HGM,RM43971,1190567,2.55,Tereza Zavodna,0.5276,Sartorius,2025-01-24 14:37:39.417585+11:00,True
475,RT-XRM43971-0009,HGM,RM43971,1190569,2.75,Tereza Zavodna,1.2108,Sartorius,2025-01-24 14:45:20.798549+11:00,True
476,RT-XRM43971-0010,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.769,Sartorius,2025-01-24 14:46:44.956142+11:00,True
477,RT-XRM43971-0011,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.4947,Sartorius,2025-01-24 14:48:30.549074+11:00,True
478,RT-XRM43971-0012,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.3163,Sartorius,2025-01-24 14:49:13.483528+11:00,True
479,RT-XRM43971-0013,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6824,Sartorius,2025-01-24 14:49:53.977445+11:00,True
480,RT-XRM43971-0014,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.5984,Sartorius,2025-01-24 14:50:43.649594+11:00,True
481,RT-XRM43971-0015,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6871,Sartorius,2025-01-24 14:51:40.150994+11:00,True
482,RT-XRM43971-0016,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.381,Sartorius,2025-01-24 14:52:39.578223+11:00,True
483,RT-XRM43971-0017,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.8084,Sartorius,2025-01-24 14:53:36.708191+11:00,True
484,RT-XRM43971-0018,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.3317,Sartorius,2025-01-24 14:54:29.729787+11:00,True
485,RT-XRM43971-0019,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.4513,Sartorius,2025-01-24 14:55:17.681583+11:00,True
486,RT-XRM43971-0020,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.2625,Sartorius,2025-01-24 14:56:05.392704+11:00,True
487,RT-XRM43971-0021,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.5448,Sartorius,2025-01-24 14:57:10.760997+11:00,True
488,RT-XRM43971-0022,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.5028,Sartorius,2025-01-24 14:58:12.036593+11:00,True
489,RT-XRM43971-0023,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.2863,Sartorius,2025-01-24 14:59:08.219215+11:00,True
490,RT-XRM43971-0024,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.2961,Sartorius,2025-01-24 15:00:07.738980+11:00,True
491,RT-XRM43971-0025,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.3648,Sartorius,2025-01-24 15:02:18.337027+11:00,True
492,RT-XRM43971-0026,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6895,Sartorius,2025-01-24 15:02:54.201963+11:00,True
493,RT-XRM43971-0027,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.5947,Sartorius,2025-01-24 15:03:51.418883+11:00,True
494,RT-XRM43971-0028,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.518,Sartorius,2025-01-24 15:04:43.055134+11:00,True
495,RT-XRM43971-0029,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6372,Sartorius,2025-01-24 15:05:44.102414+11:00,True
496,RT-XRM43971-0030,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.3535,Sartorius,2025-01-24 15:06:38.072464+11:00,True
497,RT-XRM43971-0031,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6543,Sartorius,2025-01-24 15:07:35.675754+11:00,True
498,RT-XRM43971-0032,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.6181,Sartorius,2025-01-24 15:08:18.745414+11:00,True
499,RT-XRM43971-0033,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.737,Sartorius,2025-01-24 15:09:17.312012+11:00,True
500,RT-XRM43971-0034,HGM,RM43971,1190569,2.75,Tereza Zavodna,0.4658,Sartorius,2025-01-24 15:10:46.763166+11:00,True
501,RT-XRM43971-0041,HGM,RM43971,1190572,3.05,Indiana Veal,0.8945,Sartorius,2025-01-28 09:22:09.903719+11:00,True
502,RT-XRM43971-0086,HGM,RM43971,1190572,3.05,Indiana Veal,0.5537,Sartorius,2025-01-28 09:24:02.981826+11:00,True
503,RT-XRM43971-0085,HGM,RM43971,1190572,3.05,Indiana Veal,0.7776,Sartorius,2025-01-28 09:26:23.788555+11:00,True
504,RT-XRM43971-0084,HGM,RM43971,1190572,3.05,Indiana Veal,0.6521,Sartorius,2025-01-28 09:35:24.813414+11:00,True
505,RT-XRM43971-0083,HGM,RM43971,1190572,3.05,Indiana Veal,0.8443,Sartorius,2025-01-28 09:41:00.645717+11:00,True
506,RT-XRM43971-0082,HGM,RM43971,1190572,3.05,Indiana Veal,0.3327,Sartorius,2025-01-28 09:44:16.570377+11:00,True
507,RT-XRM43971-0081,HGM,RM43971,1190572,3.05,Indiana Veal,1.0876,Sartorius,2025-01-28 09:46:47.582128+11:00,True
508,RT-XRM43971-0080,HGM,RM43971,1190572,3.05,Indiana Veal,1.0775,Sartorius,2025-01-28 09:48:40.157013+11:00,True
509,RT-XRM43971-0079,HGM,RM43971,1190572,3.05,Indiana Veal,0.5109,Sartorius,2025-01-28 09:51:23.688250+11:00,True
510,RT-XRM43971-0078,HGM,RM43971,1190572,3.05,Indiana Veal,0.7441,Sartorius,2025-01-28 09:54:23.292439+11:00,True
511,RT-XRM43971-0077,HGM,RM43971,1190572,3.05,Indiana Veal,0.5459,Sartorius,2025-01-28 09:56:35.865530+11:00,True
512,RT-XRM43971-0076,HGM,RM43971,1190572,3.05,Indiana Veal,0.7312,Sartorius,2025-01-28 09:58:00.436047+11:00,True
513,RT-XRM43971-0075,HGM,RM43971,1190572,3.05,Indiana Veal,0.5232,Sartorius,2025-01-28 09:59:28.565914+11:00,True
514,RT-XRM43971-0074,HGM,RM43971,1190572,3.05,Indiana Veal,0.8977,Sartorius,2025-01-28 10:01:37.279898+11:00,True
515,RT-XRM43971-0073,HGM,RM43971,1190572,3.05,Indiana Veal,0.5722,Sartorius,2025-01-28 10:03:18.576765+11:00,True
516,RT-XRM43971-0072,HGM,RM43971,1190572,3.05,Indiana Veal,0.934,Sartorius,2025-01-28 10:05:34.257700+11:00,True
517,RT-XRM43971-0071,HGM,RM43971,1190572,3.05,Indiana Veal,0.6453,Sartorius,2025-01-28 10:07:10.552456+11:00,True
518,RT-XRM43971-0070,HGM,RM43971,1190572,3.05,Indiana Veal,0.4221,Sartorius,2025-01-28 10:08:35.369685+11:00,True
519,RT-XRM43971-0069,HGM,RM43971,1190572,3.05,Indiana Veal,0.4744,Sartorius,2025-01-28 10:10:29.855009+11:00,True
520,RT-XRM43971-0068,HGM,RM43971,1190572,3.05,Indiana Veal,0.618,Sartorius,2025-01-28 10:11:58.185851+11:00,True
521,RT-XRM43971-0067,HGM,RM43971,1190572,3.05,Indiana Veal,0.4747,Sartorius,2025-01-28 10:13:50.115442+11:00,True
522,RT-XRM43971-0066,HGM,RM43971,1190572,3.05,Indiana Veal,0.9149,Sartorius,2025-01-28 10:15:19.324311+11:00,True
523,RT-XRM43971-0065,HGM,RM43971,1190572,3.05,Indiana Veal,0.6158,Sartorius,2025-01-28 10:16:59.662464+11:00,True
524,RT-XRM43971-0064,HGM,RM43971,1190572,3.05,Indiana Veal,0.6555,Sartorius,2025-01-28 10:18:45.266446+11:00,True
525,RT-XRM43971-0063,HGM,RM43971,1190572,3.05,Indiana Veal,0.6445,Sartorius,2025-01-28 10:20:09.374936+11:00,True
526,RT-XRM43971-0062,HGM,RM43971,1190572,3.05,Indiana Veal,1.1624,Sartorius,2025-01-28 10:27:32.551367+11:00,True
527,RT-XRM43971-0061,HGM,RM43971,1190572,3.05,Indiana Veal,1.5528,Sartorius,2025-01-28 10:35:37.941473+11:00,True
528,RT-XRM43971-0060,HGM,RM43971,1190572,3.05,Indiana Veal,0.6194,Sartorius,2025-01-28 10:38:00.550302+11:00,True
529,RT-XRM43971-0059,HGM,RM43971,1190572,3.05,Indiana Veal,1.1041,Sartorius,2025-01-28 10:39:44.652687+11:00,True
530,RT-XRM43971-0058,HGM,RM43971,1190572,3.05,Indiana Veal,1.7798,Sartorius,2025-01-28 10:41:26.633733+11:00,True
531,RT-XRM43971-0057,HGM,RM43971,1190572,3.05,Indiana Veal,0.6273,Sartorius,2025-01-28 10:44:31.978554+11:00,True
532,RT-XRM43971-0056,HGM,RM43971,1190572,3.05,Indiana Veal,1.1602,Sartorius,2025-01-28 10:48:05.097937+11:00,True
533,RT-XRM43971-0055,HGM,RM43971,1190572,3.05,Indiana Veal,0.6864,Sartorius,2025-01-28 10:51:44.744113+11:00,True
534,RT-XRM43971-0054,HGM,RM43971,1190572,3.05,Indiana Veal,0.8003,Sartorius,2025-01-28 10:58:29.581172+11:00,True
535,RT-XRM43971-0053,HGM,RM43971,1190572,3.05,Indiana Veal,0.4471,Sartorius,2025-01-28 11:12:18.237789+11:00,True
536,RT-XRM43971-0052,HGM,RM43971,1190572,3.05,Indiana Veal,1.1807,Sartorius,2025-01-28 11:14:10.918286+11:00,True
537,RT-XRM43971-0051,HGM,RM43971,1190572,3.05,Indiana Veal,0.6206,Sartorius,2025-01-28 11:15:29.298690+11:00,True
538,RT-XRM43971-0050,HGM,RM43971,1190572,3.05,Indiana Veal,0.5865,Sartorius,2025-01-28 11:16:48.118017+11:00,True
539,RT-XRM43971-0049,HGM,RM43971,1190572,3.05,Indiana Veal,0.4026,Sartorius,2025-01-28 11:22:50.658618+11:00,True
540,RT-XRM43971-0048,HGM,RM43971,1190572,3.05,Indiana Veal,0.4967,Sartorius,2025-01-28 11:25:07.791882+11:00,True
541,RT-XRM43971-0047,HGM,RM43971,1190572,3.05,Indiana Veal,0.5173,Sartorius,2025-01-28 14:05:27.477544+11:00,True
542,RT-XRM43971-0046,HGM,RM43971,1190572,3.05,Indiana Veal,0.4666,Sartorius,2025-01-28 14:07:30.056196+11:00,True
543,RT-XRM43971-0045,HGM,RM43971,1190572,3.05,Indiana Veal,0.3097,Sartorius,2025-01-28 14:11:43.248965+11:00,True
544,RT-XRM43971-0044,HGM,RM43971,1190572,3.05,Indiana Veal,0.6848,Sartorius,2025-01-28 14:13:45.143644+11:00,True
545,RT-XRM43971-0043,HGM,RM43971,1190572,3.05,Indiana Veal,0.9008,Sartorius,2025-01-28 14:15:43.001806+11:00,True
546,RT-XRM43971-0042,HGM,RM43971,1190572,3.05,Indiana Veal,0.9001,Sartorius,2025-01-28 14:17:04.771190+11:00,True
547,RT-XRM43971-0040,HGM,RM43971,1190572,3.05,Indiana Veal,0.939,Sartorius,2025-01-28 14:19:47.160619+11:00,True
548,RT-XRM43971-0039,HGM,RM43971,1190572,3.05,Indiana Veal,0.5938,Sartorius,2025-01-28 14:23:33.547824+11:00,True
549,RT-XRM43971-0038,HGM,RM43971,1190572,3.05,Indiana Veal,0.8129,Sartorius,2025-01-28 14:25:10.987893+11:00,True
550,RT-XRM43971-0037,HGM,RM43971,1190572,3.05,Indiana Veal,0.3878,Sartorius,2025-01-28 14:26:30.113090+11:00,True
551,RT-XRM43971-0036,HGM,RM43971,1190572,3.05,Indiana Veal,0.8714,Sartorius,2025-01-28 14:28:00.159846+11:00,True
552,RT-XRM43971-0087,HGM,RM43971,1190574,3.25,Tereza Zavodna,2.184,Sartorius,2025-01-28 14:57:11.017230+11:00,True
553,RT-XRM43971-0088,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.1636,Sartorius,2025-01-28 14:58:10.775308+11:00,True
554,RT-XRM43971-0089,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.954,Sartorius,2025-01-28 14:58:55.583184+11:00,True
555,RT-XRM43971-0090,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.0327,Sartorius,2025-01-28 15:00:00.776878+11:00,True
556,RT-XRM43971-0091,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.9252,Sartorius,2025-01-28 15:04:28.599453+11:00,True
557,RT-XRM43971-0092,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.8652,Sartorius,2025-01-28 15:05:14.649101+11:00,True
558,RT-XRM43971-0093,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.8194,Sartorius,2025-01-28 15:06:05.366832+11:00,True
559,RT-XRM43971-0094,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5252,Sartorius,2025-01-28 15:07:41.909992+11:00,True
560,RT-XRM43971-0095,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.7831,Sartorius,2025-01-28 15:08:30.783796+11:00,True
561,RT-XRM43971-0096,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.2221,Sartorius,2025-01-28 15:09:17.890293+11:00,True
562,RT-XRM43971-0097,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9787,Sartorius,2025-01-28 15:10:10.455056+11:00,True
563,RT-XRM43971-0098,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.388,Sartorius,2025-01-28 15:10:58.276788+11:00,True
564,RT-XRM43971-0099,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.1276,Sartorius,2025-01-28 15:13:23.890708+11:00,True
565,RT-XRM43971-0100,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.0008,Sartorius,2025-01-28 15:14:11.805250+11:00,True
566,RT-XRM43971-0101,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7303,Sartorius,2025-01-28 15:15:06.463408+11:00,True
567,RT-XRM43971-0102,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.3038,Sartorius,2025-01-28 15:15:48.738192+11:00,True
568,RT-XRM43971-0103,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.8972,Sartorius,2025-01-28 15:16:30.696967+11:00,True
569,RT-XRM43971-0104,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6852,Sartorius,2025-01-28 15:17:22.070182+11:00,True
570,RT-XRM43971-0105,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9564,Sartorius,2025-01-28 15:18:54.442984+11:00,True
571,RT-XRM43971-0106,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.1113,Sartorius,2025-01-28 15:21:01.917464+11:00,True
572,RT-XRM43971-0107,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4449,Sartorius,2025-01-28 15:21:38.007323+11:00,True
573,RT-XRM43971-0108,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9467,Sartorius,2025-01-28 15:22:40.419142+11:00,True
574,RT-XRM43971-0109,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5664,Sartorius,2025-01-28 15:23:32.232029+11:00,True
575,RT-XRM43971-0110,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7775,Sartorius,2025-01-28 15:24:28.597914+11:00,True
576,RT-XRM43971-0111,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.0803,Sartorius,2025-01-28 15:25:24.764746+11:00,True
577,RT-XRM43971-0112,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9528,Sartorius,2025-01-28 15:28:44.872988+11:00,True
578,RT-XRM43971-0113,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9851,Sartorius,2025-01-28 15:29:44.304600+11:00,True
579,RT-XRM43971-0114,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6289,Sartorius,2025-01-28 15:30:32.775184+11:00,True
580,RT-XRM43971-0115,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5917,Sartorius,2025-01-28 15:35:10.231387+11:00,True
581,RT-XRM43971-0116,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.57,Sartorius,2025-01-28 15:36:01.388426+11:00,True
582,RT-XRM43971-0117,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5014,Sartorius,2025-01-28 15:36:45.490326+11:00,True
583,RT-XRM43971-0118,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5862,Sartorius,2025-01-28 15:37:42.166798+11:00,True
584,RT-XRM43971-0119,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4239,Sartorius,2025-01-28 15:38:40.267170+11:00,True
585,RT-XRM43971-0120,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.548,Sartorius,2025-01-28 15:41:09.870075+11:00,True
586,RT-XRM43971-0121,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.8022,Sartorius,2025-01-28 15:41:56.260793+11:00,True
587,RT-XRM43971-0122,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6424,Sartorius,2025-01-28 15:42:35.475669+11:00,True
588,RT-XRM43971-0123,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.3926,Sartorius,2025-01-28 15:43:19.377976+11:00,True
589,RT-XRM43971-0124,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6194,Sartorius,2025-01-28 15:44:06.994048+11:00,True
590,RT-XRM43971-0125,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4882,Sartorius,2025-01-28 15:44:57.846476+11:00,True
591,RT-XRM43971-0126,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5244,Sartorius,2025-01-28 15:45:48.716980+11:00,True
592,RT-XRM43971-0127,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.8257,Sartorius,2025-01-28 15:49:03.221340+11:00,True
593,RT-XRM43971-0128,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7143,Sartorius,2025-01-28 15:49:55.237857+11:00,True
594,RT-XRM43971-0129,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4853,Sartorius,2025-01-28 15:50:48.233696+11:00,True
595,RT-XRM43971-0130,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5803,Sartorius,2025-01-28 15:52:00.308265+11:00,True
596,RT-XRM43971-0131,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6275,Sartorius,2025-01-28 15:52:47.354050+11:00,True
597,RT-XRM43971-0132,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4017,Sartorius,2025-01-28 15:53:47.960870+11:00,True
598,RT-XRM43971-0133,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.503,Sartorius,2025-01-28 15:54:30.832282+11:00,True
599,RT-XRM43971-0134,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7128,Sartorius,2025-01-28 15:55:49.111272+11:00,True
600,RT-XRM43971-0135,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5991,Sartorius,2025-01-28 15:59:42.340481+11:00,True
601,RT-XRM43971-0136,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.4586,Sartorius,2025-01-28 16:01:19.038360+11:00,True
602,RT-XRM43971-0137,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7241,Sartorius,2025-01-28 16:02:09.653052+11:00,True
603,RT-XRM43971-0138,HGM,RM43971,1190574,3.25,Tereza Zavodna,1.0308,Sartorius,2025-01-28 16:02:57.320389+11:00,True
604,RT-XRM43971-0139,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5757,Sartorius,2025-01-28 16:03:46.452045+11:00,True
605,RT-XRM43971-0140,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9833,Sartorius,2025-01-28 16:04:37.617168+11:00,True
606,RT-XRM43971-0141,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.7512,Sartorius,2025-01-28 16:05:32.894059+11:00,True
607,RT-XRM43971-0142,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.6708,Sartorius,2025-01-28 16:06:15.155729+11:00,True
608,RT-XRM43971-0143,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.9853,Sartorius,2025-01-28 16:06:56.459319+11:00,True
609,RT-XRM43971-0144,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.5722,Sartorius,2025-01-28 16:07:56.822361+11:00,True
610,RT-XRM43971-0145,HGM,RM43971,1190574,3.25,Tereza Zavodna,0.58,Sartorius,2025-01-28 16:08:38.868269+11:00,True
611,RT-XRM43971-0197,HGM,RM43971,1190577,3.55,Indiana Veal,0.8171,Sartorius,2025-01-29 08:43:04.682618+11:00,True
612,RT-XRM43971-0196,HGM,RM43971,1190577,3.55,Indiana Veal,0.7444,Sartorius,2025-01-29 08:44:36.941956+11:00,True
613,RT-XRM43971-0195,HGM,RM43971,1190577,3.55,Indiana Veal,0.7323,Sartorius,2025-01-29 08:46:24.981087+11:00,True
614,RT-XRM43971-0194,HGM,RM43971,1190577,3.55,Indiana Veal,0.4538,Sartorius,2025-01-29 08:48:03.082407+11:00,True
615,RT-XRM43971-0193,HGM,RM43971,1190577,3.55,Indiana Veal,1.6478,Sartorius,2025-01-29 08:49:26.096096+11:00,True
616,RT-XRM43971-0192,HGM,RM43971,1190577,3.55,Indiana Veal,0.6049,Sartorius,2025-01-29 08:51:43.011323+11:00,True
617,RT-XRM43971-0191,HGM,RM43971,1190577,3.55,Indiana Veal,0.4505,Sartorius,2025-01-29 08:53:21.365835+11:00,True
618,RT-XRM43971-0190,HGM,RM43971,1190577,3.55,Indiana Veal,0.4272,Sartorius,2025-01-29 08:54:57.924472+11:00,True
619,RT-XRM43971-0189,HGM,RM43971,1190577,3.55,Indiana Veal,0.6922,Sartorius,2025-01-29 08:56:41.187524+11:00,True
620,RT-XRM43971-0187,HGM,RM43971,1190577,3.55,Indiana Veal,1.5062,Sartorius,2025-01-29 08:58:06.748203+11:00,True
621,RT-XRM43971-0188,HGM,RM43971,1190577,3.55,Indiana Veal,1.0987,Sartorius,2025-01-29 09:00:32.391838+11:00,True
622,RT-XRM43971-0186,HGM,RM43971,1190577,3.55,Indiana Veal,0.6962,Sartorius,2025-01-29 09:09:06.602520+11:00,True
623,RT-XRM43971-0185,HGM,RM43971,1190577,3.55,Indiana Veal,0.7078,Sartorius,2025-01-29 09:11:06.427296+11:00,True
624,RT-XRM43971-0184,HGM,RM43971,1190577,3.55,Indiana Veal,0.8794,Sartorius,2025-01-29 09:12:56.939766+11:00,True
625,RT-XRM43971-0183,HGM,RM43971,1190577,3.55,Indiana Veal,0.8281,Sartorius,2025-01-29 09:14:49.521026+11:00,True
626,RT-XRM43971-0182,HGM,RM43971,1190577,3.55,Indiana Veal,0.5642,Sartorius,2025-01-29 09:16:58.041124+11:00,True
627,RT-XRM43971-0181,HGM,RM43971,1190577,3.55,Indiana Veal,1.0937,Sartorius,2025-01-29 09:20:52.782058+11:00,True
628,RT-XRM43971-0180,HGM,RM43971,1190577,3.55,Indiana Veal,0.7695,Sartorius,2025-01-29 09:22:52.294537+11:00,True
629,RT-XRM43971-0179,HGM,RM43971,1190577,3.55,Indiana Veal,0.5644,Sartorius,2025-01-29 09:26:16.584305+11:00,True
630,RT-XRM43971-0178,HGM,RM43971,1190577,3.55,Indiana Veal,0.6449,Sartorius,2025-01-29 09:29:09.781489+11:00,True
631,RT-XRM43971-0177,HGM,RM43971,1190577,3.55,Indiana Veal,1.1145,Sartorius,2025-01-29 09:31:14.844344+11:00,True
632,RT-XRM43971-0176,HGM,RM43971,1190577,3.55,Indiana Veal,0.7533,Sartorius,2025-01-29 09:34:41.853497+11:00,True
633,RT-XRM43971-0175,HGM,RM43971,1190577,3.55,Indiana Veal,0.8303,Sartorius,2025-01-29 09:39:08.770077+11:00,True
634,RT-XRM43971-0174,HGM,RM43971,1190577,3.55,Indiana Veal,0.8533,Sartorius,2025-01-29 09:42:06.457627+11:00,True
635,RT-XRM43971-0173,HGM,RM43971,1190577,3.55,Indiana Veal,1.1426,Sartorius,2025-01-29 09:44:25.251745+11:00,True
636,RT-XRM43971-0172,HGM,RM43971,1190577,3.55,Indiana Veal,0.7501,Sartorius,2025-01-29 09:46:44.110106+11:00,True
637,RT-XRM43971-0171,HGM,RM43971,1190577,3.55,Indiana Veal,0.8619,Sartorius,2025-01-29 09:49:27.986437+11:00,True
638,RT-XRM43971-0170,HGM,RM43971,1190577,3.55,Indiana Veal,0.8012,Sartorius,2025-01-29 09:52:16.651850+11:00,True
639,RT-XRM43971-0169,HGM,RM43971,1190577,3.55,Indiana Veal,1.0574,Sartorius,2025-01-29 09:56:08.795276+11:00,True
640,RT-XRM43971-0168,HGM,RM43971,1190577,3.55,Indiana Veal,0.986,Sartorius,2025-01-29 09:59:27.751070+11:00,True
641,RT-XRM43971-0167,HGM,RM43971,1190577,3.55,Indiana Veal,1.501,Sartorius,2025-01-29 10:02:05.061055+11:00,True
642,RT-XRM43971-0166,HGM,RM43971,1190577,3.55,Indiana Veal,0.7046,Sartorius,2025-01-29 10:04:29.669162+11:00,True
643,RT-XRM43971-0165,HGM,RM43971,1190577,3.55,Indiana Veal,0.7289,Sartorius,2025-01-29 10:11:43.865749+11:00,True
644,RT-XRM43971-0164,HGM,RM43971,1190577,3.55,Indiana Veal,1.0618,Sartorius,2025-01-29 10:26:58.704091+11:00,True
645,RT-XRM43971-0163,HGM,RM43971,1190577,3.55,Indiana Veal,0.9636,Sartorius,2025-01-29 10:29:05.970878+11:00,True
646,RT-XRM43971-0162,HGM,RM43971,1190577,3.55,Indiana Veal,1.9278,Sartorius,2025-01-29 10:30:54.657279+11:00,True
647,RT-XRM43971-0161,HGM,RM43971,1190577,3.55,Indiana Veal,0.6791,Sartorius,2025-01-29 10:32:43.233198+11:00,True
648,RT-XRM43971-0160,HGM,RM43971,1190577,3.55,Indiana Veal,1.2359,Sartorius,2025-01-29 10:53:03.455073+11:00,True
649,RT-XRM43971-0159,HGM,RM43971,1190577,3.55,Indiana Veal,0.9442,Sartorius,2025-01-29 10:56:17.659381+11:00,True
650,RT-XRM43971-0158,HGM,RM43971,1190577,3.55,Indiana Veal,1.082,Sartorius,2025-01-29 11:00:30.835123+11:00,True
651,RT-XRM43971-0157,HGM,RM43971,1190577,3.55,Indiana Veal,1.4698,Sartorius,2025-01-29 11:03:25.648552+11:00,True
652,RT-XRM43971-0156,HGM,RM43971,1190577,3.55,Indiana Veal,2.0627,Sartorius,2025-01-29 11:05:41.100514+11:00,True
653,RT-XRM43971-0155,HGM,RM43971,1190577,3.55,Indiana Veal,1.4665,Sartorius,2025-01-29 11:11:20.797754+11:00,True
654,RT-XRM43971-0154,HGM,RM43971,1190577,3.55,Indiana Veal,1.4933,Sartorius,2025-01-29 11:17:49.877949+11:00,True
655,RT-XRM43971-0153,HGM,RM43971,1190577,3.55,Indiana Veal,1.2338,Sartorius,2025-01-29 11:19:36.358353+11:00,True
656,RT-XRM43971-0152,HGM,RM43971,1190577,3.55,Indiana Veal,1.4874,Sartorius,2025-01-29 11:22:09.211460+11:00,True
657,RT-XRM43971-0151,HGM,RM43971,1190577,3.55,Indiana Veal,2.4068,Sartorius,2025-01-29 11:26:01.437220+11:00,True
