measurement_id,particle_id,operator,magnetic_susceptibility,machine,created_at,valid,volume_normalised_magnetic_susceptibility,weight_normalised_magnetic_susceptibility
321,RT-XRM43971-0529,Pengxiang Hu,5.663266666666666e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.142052,True,0.0013646425702811243,3.3968730006397946e-07
322,RT-XRM43971-0530,Pengxiang Hu,5.692975e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.152970,True,0.0013864001655992013,3.6769198475747597e-07
323,RT-XRM43971-0531,Pengxiang Hu,2.5915666666666666e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.164339,True,0.001399334053275738,3.4744156946865086e-07
324,RT-XRM43971-0532,Pengxiang Hu,2.0268e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.175702,True,0.0013093023255813954,3.360636710329962e-07
325,RT-XRM43971-0533,Pengxiang Hu,3.200466666666666e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.187533,True,0.0015335249960070276,4.168359815924285e-07
326,RT-XRM43971-0534,Pengxiang Hu,0.00013991333333333335,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.199900,True,0.006115093240093241,1.1944112458027433e-06
327,RT-XRM43971-0535,Pengxiang Hu,2.6582e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.211802,True,0.001988182498130142,4.6157318978989417e-07
328,RT-XRM43971-0536,Pengxiang Hu,4.518771428571428e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.223601,True,0.0020614833159541186,4.6729797606736593e-07
329,RT-XRM43971-0537,Pengxiang Hu,1.3528e-06,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.234470,True,8.682926829268293e-05,3.0647938377888534e-08
330,RT-XRM43971-0538,Pengxiang Hu,9.089e-07,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.245271,True,7.882914137033825e-05,2.7626139817629178e-08
331,RT-XRM43971-0539,Pengxiang Hu,7.622400000000001e-06,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.256963,True,0.0010991679524709071,3.8653144016227186e-07
332,RT-XRM43971-0540,Pengxiang Hu,7.117033333333333e-05,AGICO MFK2 Kappabridge,2025-03-07T01:44:37.268963,True,0.001626750476190476,4.139735535908174e-07
333,RT-XRM43971-0121,Pengxiang Hu,2.8589249999999997e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.050752,True,0.0016421165996553704,3.5669681846537743e-07
334,RT-XRM43971-0122,Pengxiang Hu,4.019766666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.071089,True,0.002524979061976549,6.267175969233967e-07
335,RT-XRM43971-0123,Pengxiang Hu,1.7890000000000003e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.083613,True,0.0023887731666933725,4.5649400357233995e-07
336,RT-XRM43971-0124,Pengxiang Hu,2.6695333333333335e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.101560,True,0.0019701353013530138,4.31614120183239e-07
337,RT-XRM43971-0125,Pengxiang Hu,1.9828666666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.114695,True,0.001775171590569979,4.0632513661202185e-07
338,RT-XRM43971-0126,Pengxiang Hu,6.149833333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.127524,True,0.006143689643689644,1.173408382624181e-06
339,RT-XRM43971-0127,Pengxiang Hu,4.038733333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.139840,True,0.002345373596593109,4.897215148943051e-07
340,RT-XRM43971-0128,Pengxiang Hu,2.3557333333333336e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.155151,True,0.0012782058238379457,3.3044372749801287e-07
341,RT-XRM43971-0129,Pengxiang Hu,9.275233333333334e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.169731,True,0.008970245003223727,1.9136029158929924e-06
342,RT-XRM43971-0130,Pengxiang Hu,5.1756666666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.182399,True,0.004408574673480976,8.920487188325863e-07
343,RT-XRM43971-0131,Pengxiang Hu,2.2207666666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.196712,True,0.0013409859889175378,3.5532266666666667e-07
344,RT-XRM43971-0132,Pengxiang Hu,7.681933333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.209508,True,0.008544975899147201,1.9152164879913573e-06
345,RT-XRM43971-0133,Pengxiang Hu,2.3166333333333336e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.219161,True,0.0019766496018202503,4.6065486842977405e-07
346,RT-XRM43971-0134,Pengxiang Hu,2.3513e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.229006,True,0.0013276679841897232,3.30192388709451e-07
347,RT-XRM43971-0135,Pengxiang Hu,2.0658999999999997e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.239281,True,0.001348498694516971,3.452950025071034e-07
348,RT-XRM43971-0136,Pengxiang Hu,0.0001821,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.249647,True,0.018811983471074382,3.974247053688346e-06
349,RT-XRM43971-0137,Pengxiang Hu,5.2118e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.259444,True,0.003117105263157895,7.199613206243956e-07
350,RT-XRM43971-0138,Pengxiang Hu,4.7506666666666664e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.269595,True,0.001806337135614702,4.6199228500113455e-07
351,RT-XRM43971-0139,Pengxiang Hu,1.9232666666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.279513,True,0.0013300599354541262,3.3424863862820066e-07
352,RT-XRM43971-0140,Pengxiang Hu,3.555933333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.289810,True,0.0014158547381190332,3.626283227955673e-07
353,RT-XRM43971-0141,Pengxiang Hu,2.6488333333333332e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.299985,True,0.0014014991181657847,3.531306936852864e-07
354,RT-XRM43971-0142,Pengxiang Hu,2.4978e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.311218,True,0.0014555944055944057,3.7314012548550943e-07
355,RT-XRM43971-0143,Pengxiang Hu,4.0897666666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.322808,True,0.0016365612911831398,4.157957164158872e-07
356,RT-XRM43971-0144,Pengxiang Hu,2.5145e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.337618,True,0.0019431993817619786,4.3982858142382366e-07
357,RT-XRM43971-0145,Pengxiang Hu,2.4653e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.350438,True,0.0017761527377521615,4.2512502155544057e-07
358,RT-XRM43971-0146,Pengxiang Hu,0.00014497666666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.361724,True,0.003512882642759066,7.153689266094279e-07
359,RT-XRM43971-0147,Pengxiang Hu,0.00024369666666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.372002,True,0.003729019832270872,8.081735977537529e-07
360,RT-XRM43971-0148,Pengxiang Hu,0.00012879000000000002,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.384533,True,0.0065045454545454556,1.341283066027911e-06
361,RT-XRM43971-0149,Pengxiang Hu,0.0002715766666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.396952,True,0.007163721093818694,1.6045888724766127e-06
362,RT-XRM43971-0150,Pengxiang Hu,0.00029583,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.409433,True,0.009364672364672364,1.8711574952561672e-06
363,RT-XRM43971-0151,Pengxiang Hu,8.459199999999999e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.420999,True,0.0013739158681175896,3.522318454363757e-07
364,RT-XRM43971-0152,Pengxiang Hu,0.00037374666666666664,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.434507,True,0.01153895235154883,2.5142729005493887e-06
365,RT-XRM43971-0153,Pengxiang Hu,5.541125e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.453682,True,0.002029716117216117,4.495112354993105e-07
366,RT-XRM43971-0154,Pengxiang Hu,6.739233333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.464924,True,0.0018793177170477783,4.5160043780294397e-07
367,RT-XRM43971-0155,Pengxiang Hu,4.8384e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.476355,True,0.0013108642644269848,3.301760611437151e-07
368,RT-XRM43971-0156,Pengxiang Hu,0.00010719333333333334,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.487210,True,0.0026087450312322546,5.199017040126751e-07
369,RT-XRM43971-0157,Pengxiang Hu,0.0007446566666666666,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.500675,True,0.022891382313761657,5.072247576232318e-06
370,RT-XRM43971-0158,Pengxiang Hu,0.00012086666666666666,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.512463,True,0.005305823822066139,1.1175836030204963e-06
371,RT-XRM43971-0159,Pengxiang Hu,0.00013828333333333332,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.524513,True,0.0073790466026325136,1.4647106591815837e-06
372,RT-XRM43971-0160,Pengxiang Hu,4.6299333333333326e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.537825,True,0.0014944428305520587,3.7547103506068706e-07
373,RT-XRM43971-0161,Pengxiang Hu,8.023866666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.548696,True,0.005658580159849554,1.1825890444608204e-06
374,RT-XRM43971-0162,Pengxiang Hu,7.192266666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.559304,True,0.001516396092487174,3.7321709650078695e-07
375,RT-XRM43971-0163,Pengxiang Hu,0.00010088333333333334,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.569212,True,0.004585606060606061,1.0485742992758897e-06
376,RT-XRM43971-0164,Pengxiang Hu,0.00010046666666666666,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.579838,True,0.00403642694522566,9.469054351240968e-07
377,RT-XRM43971-0165,Pengxiang Hu,6.033333333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.590088,True,0.004024905492550589,8.280721017476438e-07
378,RT-XRM43971-0166,Pengxiang Hu,7.4467e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.600183,True,0.0053266809728183115,1.0568691456145332e-06
379,RT-XRM43971-0167,Pengxiang Hu,5.291675e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.610492,True,0.0014113993769403932,3.5308433976112634e-07
380,RT-XRM43971-0168,Pengxiang Hu,5.2712000000000006e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.621377,True,0.0022998254799301925,5.34929977674041e-07
381,RT-XRM43971-0169,Pengxiang Hu,7.6692e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.632576,True,0.0035954992967651197,7.257002271006814e-07
382,RT-XRM43971-0170,Pengxiang Hu,3.1219999999999996e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.645395,True,0.0016695187165775398,3.901037111083343e-07
383,RT-XRM43971-0171,Pengxiang Hu,3.0619e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.657178,True,0.0014294584500466855,3.5566267859217103e-07
384,RT-XRM43971-0172,Pengxiang Hu,5.0162666666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.669172,True,0.002998366208408049,6.694603852484541e-07
385,RT-XRM43971-0173,Pengxiang Hu,0.0002327,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.682798,True,0.010246587406428887,2.0376532399299476e-06
386,RT-XRM43971-0174,Pengxiang Hu,0.00010721333333333333,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.698179,True,0.006146531444503685,1.2583724569640062e-06
387,RT-XRM43971-0175,Pengxiang Hu,5.7170666666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.711925,True,0.003110482408414944,6.88969229533221e-07
388,RT-XRM43971-0176,Pengxiang Hu,3.25125e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.725465,True,0.0017962707182320444,4.3183025634214366e-07
389,RT-XRM43971-0177,Pengxiang Hu,0.00010431333333333334,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.738007,True,0.004435090702947846,9.362173158619039e-07
390,RT-XRM43971-0178,Pengxiang Hu,0.00010071666666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.751627,True,0.007566423759797661,1.5624676802151207e-06
391,RT-XRM43971-0179,Pengxiang Hu,3.6524666666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.764276,True,0.0032380023640661937,6.470268674343076e-07
392,RT-XRM43971-0180,Pengxiang Hu,0.00011718333333333334,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.776955,True,0.007944632768361583,1.523642352533264e-06
393,RT-XRM43971-0244,Pengxiang Hu,5.8822333333333334e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.786266,True,0.0018757121598639455,4.468423984604477e-07
394,RT-XRM43971-0245,Pengxiang Hu,0.00025302800000000003,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.795783,True,0.024782370225269346,4.9730345911949695e-06
395,RT-XRM43971-0247,Pengxiang Hu,2.7409333333333332e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.805303,True,0.001990510772210119,3.997277721063633e-07
396,RT-XRM43971-0248,Pengxiang Hu,6.589333333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.815717,True,0.00496558653604622,9.770660340055357e-07
397,RT-XRM43971-0249,Pengxiang Hu,6.146975e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.826559,True,0.005782666980244591,1.1276784076316273e-06
398,RT-XRM43971-0250,Pengxiang Hu,0.00015145666666666668,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.841325,True,0.011015030303030303,2.1848913252548568e-06
399,RT-XRM43971-0251,Pengxiang Hu,0.00011710333333333333,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.852979,True,0.008918761106879919,1.7023307651305908e-06
400,RT-XRM43971-0252,Pengxiang Hu,2.2082666666666664e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.864121,True,0.0016729292929292927,3.8159092218190194e-07
401,RT-XRM43971-0253,Pengxiang Hu,4.133466666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.876256,True,0.00484676508409257,9.28451632225217e-07
402,RT-XRM43971-0254,Pengxiang Hu,0.00011267,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.887500,True,0.012233441910966342,2.28957528957529e-06
403,RT-XRM43971-0255,Pengxiang Hu,1.7479333333333334e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.898603,True,0.0014050911039657022,3.331300425640048e-07
404,RT-XRM43971-0256,Pengxiang Hu,2.0262e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.909978,True,0.001522314049586777,3.6819916409231326e-07
405,RT-XRM43971-0257,Pengxiang Hu,0.00014269333333333332,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.923399,True,0.00714538474378234,1.3709966692287984e-06
406,RT-XRM43971-0259,Pengxiang Hu,0.00020044,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.933962,True,0.010092648539778449,1.918636929261989e-06
407,RT-XRM43971-0260,Pengxiang Hu,9.455966666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.944320,True,0.004537412028150991,9.406114261082926e-07
408,RT-XRM43971-0261,Pengxiang Hu,0.00010882666666666666,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.954649,True,0.005796391281267366,1.1323136683661084e-06
409,RT-XRM43971-0262,Pengxiang Hu,0.00012857333333333334,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.966996,True,0.00737655383438516,1.4160058737151248e-06
410,RT-XRM43971-0264,Pengxiang Hu,8.333366666666668e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.980419,True,0.004477897187891816,9.093590862796451e-07
411,RT-XRM43971-0265,Pengxiang Hu,0.00013060666666666668,AGICO MFK2 Kappabridge,2025-03-17T04:36:41.990579,True,0.006791818339400243,1.3610532166180356e-06
412,RT-XRM43971-0266,Pengxiang Hu,0.00013339666666666668,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.003503,True,0.00844282700421941,1.6345627578319652e-06
413,RT-XRM43971-0272,Pengxiang Hu,8.974233333333334e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.015046,True,0.004362777507697295,9.771595528455286e-07
414,RT-XRM43971-0273,Pengxiang Hu,2.6383800000000003e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.027926,True,0.0014177216550241808,3.5183091078810514e-07
415,RT-XRM43971-0274,Pengxiang Hu,2.2988e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.038305,True,0.0023846473029045644,4.894187779433682e-07
416,RT-XRM43971-0275,Pengxiang Hu,9.632866666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.049917,True,0.006130429617561456,1.2075801261961474e-06
417,RT-XRM43971-0276,Pengxiang Hu,3.8423333333333335e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.064440,True,0.0013596367067704649,3.1899820118998205e-07
418,RT-XRM43971-0277,Pengxiang Hu,2.203e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.075607,True,0.0019173194081810272,4.5733859248494915e-07
419,RT-XRM43971-0278,Pengxiang Hu,4.0114333333333337e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.085579,True,0.0022948703279938977,5.012412012162106e-07
420,RT-XRM43971-0279,Pengxiang Hu,3.0671666666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.096837,True,0.0025390452538631343,5.899531961274604e-07
421,RT-XRM43971-0280,Pengxiang Hu,1.6289000000000003e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.108512,True,0.001483515482695811,3.578427065026363e-07
422,RT-XRM43971-0281,Pengxiang Hu,0.0002075466666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.120247,True,0.0064706677058976375,1.9433208489388267e-06
423,RT-XRM43971-0282,Pengxiang Hu,1.8021e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.131544,True,0.0017949203187250995,3.789905362776025e-07
424,RT-XRM43971-0283,Pengxiang Hu,4.124766666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.143818,True,0.011413931780028409,2.188205128205128e-06
425,RT-XRM43971-0284,Pengxiang Hu,1.2670333333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.156237,True,0.0022685956085537113,5.240005514199063e-07
426,RT-XRM43971-0285,Pengxiang Hu,0.0001201,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.168517,True,0.005486523526724531,1.1356973995271867e-06
427,RT-XRM43971-0286,Pengxiang Hu,4.4493e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.179801,True,0.002015994562754871,4.231786189842116e-07
428,RT-XRM43971-0287,Pengxiang Hu,5.4374000000000005e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.191279,True,0.0035866754617414247,6.956755373592632e-07
429,RT-XRM43971-0288,Pengxiang Hu,2.57e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.203527,True,0.002139438085327784,4.1856677524429973e-07
430,RT-XRM43971-0289,Pengxiang Hu,3.702866666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.217999,True,0.0018901820656797687,4.1535240231819036e-07
431,RT-XRM43971-0291,Pengxiang Hu,5.23438e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.231615,True,0.002775387062566278,5.260683417085427e-07
432,RT-XRM43971-0292,Pengxiang Hu,0.0001886,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.243029,True,0.008808967772069127,1.729957805907173e-06
433,RT-XRM43971-0293,Pengxiang Hu,6.76566e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.257073,True,0.0030475945945945947,5.83699421965318e-07
434,RT-XRM43971-0294,Pengxiang Hu,6.4244e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.267842,True,0.004476933797909408,8.600267737617136e-07
435,RT-XRM43971-0295,Pengxiang Hu,6.544474999999999e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.278548,True,0.00473551013024602,9.023128360678339e-07
436,RT-XRM43971-0296,Pengxiang Hu,6.050125e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.292239,True,0.006505510752688172,1.2777455121436117e-06
437,RT-XRM43971-0297,Pengxiang Hu,0.00012848000000000002,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.303758,True,0.0070442844689098585,1.387023642448451e-06
438,RT-XRM43971-0298,Pengxiang Hu,9.2084e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.315850,True,0.007143832428238945,1.3737729374906759e-06
439,RT-XRM43971-0301,Pengxiang Hu,5.880766666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.329120,True,0.0032670925925925927,6.385890614254171e-07
440,RT-XRM43971-0303,Pengxiang Hu,4.7404499999999996e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.339076,True,0.003194373315363881,6.082959065828307e-07
441,RT-XRM43971-0304,Pengxiang Hu,4.326425e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.352966,True,0.0022800658761528325,4.421486969851814e-07
442,RT-XRM43971-0305,Pengxiang Hu,7.157466666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.368054,True,0.0036818244170096024,7.853266037597836e-07
443,RT-XRM43971-0306,Pengxiang Hu,5.1153666666666664e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.381904,True,0.0030799134595314932,5.971709860689547e-07
444,RT-XRM43971-0307,Pengxiang Hu,6.8872e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.393068,True,0.003481900910010111,6.672996802635404e-07
445,RT-XRM43971-0308,Pengxiang Hu,5.299825e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.405044,True,0.0031945901145268235,6.032124971545642e-07
446,RT-XRM43971-0310,Pengxiang Hu,5.230975e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.418189,True,0.0027470434088498175,5.34481965873097e-07
447,RT-XRM43971-0311,Pengxiang Hu,5.082766666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.428045,True,0.002084809953513809,4.0773035991229487e-07
448,RT-XRM43971-0312,Pengxiang Hu,0.001070166666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.443498,True,0.057014739833066964,1.1205933682373477e-05
449,RT-XRM43971-0313,Pengxiang Hu,3.5110750000000006e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.453304,True,0.0037875674217907234,7.594797750378543e-07
450,RT-XRM43971-0314,Pengxiang Hu,5.493866666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.475749,True,0.0029648497931282604,5.762394238165163e-07
451,RT-XRM43971-0315,Pengxiang Hu,8.602166666666668e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.486367,True,0.006768030422239707,1.3422010714099964e-06
452,RT-XRM43971-0316,Pengxiang Hu,6.9656e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.497370,True,0.005205979073243647,1.0185114782862992e-06
453,RT-XRM43971-0317,Pengxiang Hu,7.151266666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.507712,True,0.00544236428209031,1.1032500257122289e-06
454,RT-XRM43971-0318,Pengxiang Hu,2.5468666666666666e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.518514,True,0.0028745673438675696,5.871061933302596e-07
455,RT-XRM43971-0319,Pengxiang Hu,3.500333333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.528025,True,0.00351824118094434,6.795444250307384e-07
456,RT-XRM43971-0320,Pengxiang Hu,2.7943e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.537287,True,0.0037063122571060975,7.084939148073023e-07
457,RT-XRM43971-0321,Pengxiang Hu,2.7306333333333333e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.547260,True,0.00316045524691358,6.524810832337714e-07
458,RT-XRM43971-0322,Pengxiang Hu,5.0477e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.557341,True,0.006185073090637291,1.3716576086956524e-06
459,RT-XRM43971-0323,Pengxiang Hu,4.6788999999999995e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.567383,True,0.006745235417928091,1.3098824188129898e-06
460,RT-XRM43971-0324,Pengxiang Hu,3.6700166666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.577993,True,0.004002199200290803,8.290076048490324e-07
461,RT-XRM43971-0325,Pengxiang Hu,3.767133333333334e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.587660,True,0.0054045497802581435,1.0354956936045448e-06
462,RT-XRM43971-0326,Pengxiang Hu,6.267266666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.598205,True,0.0013949920129514089,3.6874950968855407e-07
463,RT-XRM43971-0327,Pengxiang Hu,7.66515e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.608720,True,0.002442087187019119,5.55244476638899e-07
464,RT-XRM43971-0328,Pengxiang Hu,4.2069e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.619250,True,0.001600799086757991,3.8359624327528036e-07
465,RT-XRM43971-0330,Pengxiang Hu,0.00010952333333333332,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.629684,True,0.005776547116736991,1.2632449058054595e-06
466,RT-XRM43971-0331,Pengxiang Hu,0.00062069,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.639992,True,0.01894079951174855,4.2700192625206385e-06
467,RT-XRM43971-0332,Pengxiang Hu,5.5860666666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.651415,True,0.0017655914998077236,4.4943814197977853e-07
468,RT-XRM43971-0333,Pengxiang Hu,4.5313999999999993e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.662058,True,0.0017080286468149264,3.880287720500085e-07
469,RT-XRM43971-0334,Pengxiang Hu,0.00015922333333333335,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.671733,True,0.007538983585858587,1.6786856439992973e-06
470,RT-XRM43971-0335,Pengxiang Hu,0.00010653000000000001,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.683951,True,0.006842003853564548,1.3631477927063343e-06
471,RT-XRM43971-0336,Pengxiang Hu,4.5093000000000003e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.695203,True,0.0014431653432930402,3.7119690484030293e-07
472,RT-XRM43971-0337,Pengxiang Hu,5.2513666666666665e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.706099,True,0.001775910269417202,4.3338835245247727e-07
473,RT-XRM43971-0338,Pengxiang Hu,3.35125e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.718091,True,0.0015981163567000479,3.950082508250825e-07
474,RT-XRM43971-0340,Pengxiang Hu,5.863066666666667e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.729043,True,0.005976622494053687,1.1478204124249543e-06
475,RT-XRM43971-0341,Pengxiang Hu,8.584175e-05,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.739861,True,0.008804282051282052,1.742625862768981e-06
476,RT-XRM43971-0342,Pengxiang Hu,0.00018958666666666667,AGICO MFK2 Kappabridge,2025-03-17T04:36:42.750008,True,0.008574702246344037,1.8401112944449837e-06
